K_L,K_S,K_L_sd,K_S_sd,noise_L,noise_S,subjid
-1.58431739747144,10.303433476451,0.254115885985296,0.281557271120685,-0.276079833303384,-0.331101830459745,247
-2.64641180628451,9.30018753860026,0.0995068965063956,0.126368876061604,-0.611680517581358,-0.66670251473772,274
-2.8323496617184,8.87670890028738,0.125234116194014,0.165603895891794,-0.215782086965838,-0.2708040841222,280
-2.78760268416294,9.31320143982847,0.0918801362469831,0.117131509340349,-0.745169986712367,-0.800191983868728,311
-3.04872690947378,7.44867369721391,0.109386314362302,0.288100621056828,-0.375700430412026,-0.430722427568387,359
-2.89446177759405,9.23157356942564,0.121410148611614,0.154220257882475,-0.249199902257291,-0.304221899413652,360
-2.71650018057498,9.55360779629034,0.119180884407574,0.155101518680041,-0.310193230624665,-0.365215227781026,361
-2.33150934122851,9.14756999810224,0.163016451865813,0.193446444089067,-0.163765430959712,-0.218787428116074,362
-3.56091673653377,9.1107549629832,0.0918526999413842,0.127226709022677,-0.430354291035141,-0.485376288191502,363
-3.34424171913774,8.90703769242046,0.104149439137789,0.139384080586226,-0.538040067505831,-0.593062064662192,364
-3.61350834233021,9.497589622616,0.117409873165378,0.160060058070669,-0.0859350405036138,-0.140957037659975,366
-2.93945078929339,9.50992586179637,0.10449062027224,0.135520470784709,-0.475426295054818,-0.53044829221118,367
-3.90756915623597,8.90430695045159,0.0759306054917386,0.113675496011409,-0.575147068937233,-0.630169066093594,369
-3.77352698893049,9.21920055895142,0.0952177358864758,0.135193834680428,-0.279538019994427,-0.334560017150788,375
-2.64130211920135,9.60774009372278,0.111002785960417,0.141781524017544,-0.4592717714304,-0.514293768586762,382
-2.53489747169518,8.68167230311987,0.115490878476664,0.148579361873784,-0.463362302004873,-0.518384299161234,383
-4.70157747173787,8.90018909308775,0.125004263995973,0.154509681278192,-0.382088114803603,-0.437110111959965,384
-2.54539903854822,10.0917453560498,0.110104219233045,0.145174367454152,-0.569451278524228,-0.62447327568059,393
-3.61404562209669,8.77331245981997,0.09306129623454,0.134018578779285,-0.399849229573855,-0.454871226730217,395
-2.47413518974672,9.88123904763934,0.13478516957255,0.16898455158981,-0.29287987135897,-0.347901868515331,404
-1.72455831852845,8.84227681860968,0.263179752541189,0.288473993427435,-0.136065712632796,-0.191087709789157,481
-3.4855350687879,9.54720666800623,0.0884597605227572,0.123593556896733,-0.476677102354338,-0.531699099510699,486
-3.44968965137919,8.49473914360821,0.0846029776218891,0.129925396957198,-0.600951566185832,-0.655973563342193,501
-3.19860494927904,9.38334774942356,0.118767027468832,0.154468434020523,-0.244586275310898,-0.29960827246726,517
-2.84734110845314,9.2287580113506,0.136011035344386,0.172726159743655,-0.150490156066678,-0.205512153223039,522
-6.36265866347888,7.74816460682972,0.507967649033732,0.541514203181205,0.0116282965199869,-0.0433937006363745,524
-1.60022687219717,8.65378230219168,0.236854438695215,0.259004778152889,-0.325991856691568,-0.38101385384793,530
-5.81138671918186,9.88447922638328,0.381834796780655,0.397767950820765,-0.350230241477386,-0.405252238633748,539
-4.3821162099349,9.21183384531814,0.0929976534535013,0.128658675491328,-0.420735223564325,-0.475757220720686,542
-3.69705160332692,9.81052952882702,0.0890010430836888,0.131333451854452,-0.401572811767767,-0.456594808924128,551
-2.53020461517038,9.35203294014856,0.173052019580146,0.216462209087402,-0.320542702601949,-0.375564699758311,552
-3.13587395388595,8.98856816106259,0.103078228366194,0.136534647018077,-0.475505274549816,-0.530527271706178,555
-3.79482917419876,9.46441116361916,0.0678911346588511,0.10143459354675,-0.830532081506793,-0.885554078663154,556
-3.0782577425887,9.46662933733565,0.102946171611856,0.132874052418291,-0.576103545537859,-0.63112554269422,562
-3.87653143014781,9.26052391922349,0.0799383127768686,0.114881097215653,-0.556730455709743,-0.611752452866104,566
-3.46310601957401,9.05933242273894,0.0833965793145202,0.114074394640388,-0.632444745056493,-0.687466742212855,569
-4.23706290380848,9.00421632375957,0.0842758444124999,0.121394920046573,-0.471311366476409,-0.52633336363277,571
-4.42822262414783,7.77481471979815,0.116549895763375,0.237063823085925,-0.136865411258324,-0.191887408414685,572
-3.12533205681019,7.97758606069721,0.107336563783366,0.18745056247546,-0.385992309233911,-0.441014306390272,579
-3.31645624571131,8.28335705283932,0.11663336247922,0.185317281567273,-0.141495265021394,-0.196517262177756,582
