K_L,K_S,K_L_sd,K_S_sd,noise_L,noise_S,subjid
-4.98217642737832,8.43849052431165,0.233759071471752,0.254644562152902,0.0141915623766803,-0.0235132788048339,372
-3.31972202385563,8.91594732873243,0.10894652139772,0.147681134302574,-0.330757959779588,-0.368462800961102,374
-3.19802608684123,9.38918286105803,0.11111778464225,0.145887053438912,-0.337396622259961,-0.375101463441475,375
-3.2650788247964,8.70863763559566,0.1181141530893,0.169884633272632,-0.154849601929242,-0.192554443110757,376
-4.15626225754088,8.09178919661513,0.103576914171932,0.174058045091647,-0.421523210253652,-0.459228051435167,377
-5.55578739328261,8.43107726272581,0.415681334033377,0.418412057930654,0.310264171838329,0.272559330656814,378
-3.21392319169931,9.1565704513135,0.120118198873315,0.162871359292387,-0.130903828183506,-0.16860866936502,379
-1.06307362101685,10.4442937561899,0.225007028061626,0.264807806487353,-0.257137073983528,-0.294841915165042,380
-2.62623048175471,9.28333641155132,0.078471258235599,0.104018410923244,-1.00143554286444,-1.03914038404595,381
-2.87863901954638,8.87644817348473,0.110409833435906,0.145077563843606,-0.43912100523083,-0.476825846412345,382
-3.03750409945852,9.18362275996305,0.107761302619103,0.138192171560095,-0.486371204556007,-0.524076045737521,383
-4.21204525640487,8.2901098734088,0.093881588859323,0.156398946034317,-0.300566241036032,-0.338271082217547,384
-1.57709241964162,9.50748561395314,0.251738048751173,0.270843053125406,-0.18821520491242,-0.225920046093934,385
-3.91809744893541,8.41790114021879,0.0972832633589594,0.155809489470722,-0.252287477036496,-0.289992318218011,386
-7.1381177024137,8.27025524122326,0.712117903009149,0.718256462027204,-0.528720509387824,-0.566425350569339,387
-4.94606808310977,9.21734822105231,0.177216082457456,0.200687027318812,-0.331576712824316,-0.36928155400583,388
-4.38043613875711,9.25782684122821,0.21759684560895,0.274455972844013,0.535214097110504,0.49750925592899,389
-5.57649094899453,5.86800820646153,0.412243146851962,0.636069882390806,-0.542448618986604,-0.580153460168119,390
-7.01238985542672,9.04687997272836,0.692660828044916,0.701281212734057,0.243016813880165,0.205311972698651,391
-3.13596514621342,9.84912557325421,0.168632365111725,0.234366328307444,0.301287509635266,0.263582668453752,392
-2.37380713742901,9.71595343668137,0.137083497039314,0.162484200920067,-0.433294560841185,-0.470999402022699,393
-2.52369178600054,9.69819951910525,0.140713521337295,0.170377626832321,-0.296505855427496,-0.33421069660901,394
-4.16083609146516,8.95366466174917,0.136032209571622,0.195654393312261,0.215574087974423,0.177869246792909,395
-4.16741884709625,8.04244215751619,0.0936841721985668,0.179316660775112,-0.291851298232863,-0.329556139414378,396
-7.4866659602054,9.22013373230393,0.66856717957734,0.672398965575609,-0.0725402176054127,-0.110245058786927,398
-0.140729221759135,7.75229081764813,0.497278480156637,0.536295585755467,-0.726063584454622,-0.763768425636136,399
-3.48659311855035,9.27012760529102,0.158308528331511,0.21383412131234,0.2418756596759,0.204170818494386,404
-7.40855769227929,6.90801010891296,0.819499937583458,0.870520435690152,-0.601569817154362,-0.639274658335877,422
-3.41746604775653,9.18962809074498,0.0971134200200557,0.130855266459628,-0.455686278682092,-0.493391119863606,427
-6.94417511863187,8.82836746094988,0.707082000488676,0.712089313002943,-0.0839156225610402,-0.121620463742554,429
-5.64387877684056,7.37278533737015,0.378530326772291,0.43891182231175,-0.572798477972656,-0.61050331915417,433
-3.59726292585073,9.26729265596327,0.1128663713451,0.159091726017872,-0.135609126808903,-0.173313967990417,446
-3.88870152233857,8.62792517608619,0.120295992688224,0.180636742193572,-0.00131256046099078,-0.039017401642505,481
-4.8324125898916,8.94249241677359,0.171504404465534,0.199986958888069,-0.0597637883243227,-0.097468629505837,486
-3.12092434916256,8.21684228425499,0.074505901662651,0.119634519392921,-0.473412316392846,-0.51111715757436,501
-4.34853843105909,8.67764403459118,0.0871959922100026,0.124755574023801,-0.539290416655657,-0.576995257837171,517
-4.7799901664005,8.55796063250199,0.151513177495019,0.181289783406059,-0.264283100754868,-0.301987941936383,522
-1.29370938773927,9.40268114899583,0.204187765237753,0.221889669659606,-0.492857142072319,-0.530561983253833,523
-3.630818708832,8.44603685154596,0.0986485534352772,0.160594694879596,-0.265401109578616,-0.30310595076013,524
-0.48871873467233,7.95473663107056,0.354761422392066,0.397543319917313,-0.357064118703993,-0.394768959885507,527
-4.36266314682468,7.61056185506861,0.10851224861015,0.248591344121244,-0.171982662984845,-0.209687504166359,528
-4.31402780861651,9.31064945567458,0.155332969222604,0.213757195610895,0.265865465813049,0.228160624631535,529
-2.41475966628999,8.52308446452862,0.128698328544088,0.170114370080264,-0.440456977423127,-0.478161818604641,530
-5.84275489286991,5.9135597468741,0.526376215193028,0.70833912544247,-0.266210842441737,-0.303915683623251,532
-0.878733573236657,8.50371395709135,0.293547142379334,0.328308954973124,-0.0517966622786862,-0.0895015034602004,533
-3.23920682984004,7.46603359675905,0.112776986294098,0.299700213419226,-0.308060063550852,-0.345764904732366,536
-4.62819748710767,9.38403094680762,0.128930268079151,0.16233208226029,-0.298870147303034,-0.336574988484548,539
-4.7104055389621,9.40121016610106,0.14592116749705,0.18044646646101,-0.171515246962423,-0.209220088143937,542
-5.68535862385043,8.94458054813334,0.413692080502335,0.422523299838802,0.0376906876868368,-0.0000141534946774477,545
-1.0950289143934,10.2017488049394,0.208493402456776,0.238514551863215,-0.497297944597141,-0.535002785778655,546
-5.60685639974023,7.26729906541099,0.379139493638228,0.457266400514514,-0.527087757507987,-0.564792598689501,547
0.225301986239771,9.56332326542245,0.648043395395793,0.654079653807271,-0.219186544890787,-0.256891386072301,548
-3.60446351503949,9.80751485909639,0.121310209259371,0.177198643387092,0.0111285377201668,-0.0265763034613474,549
-3.65783518350644,7.46781656617731,0.0972302439673611,0.279095716517545,-0.263769688471674,-0.301474529653188,550
-3.47945751338036,9.64130620311484,0.117433369925807,0.167606234541075,-0.0917503227219592,-0.129455163903473,551
-3.37090534385494,8.99804365082661,0.110176864497999,0.148189997684013,-0.299056311731573,-0.336761152913087,552
-3.17978308587485,6.79980533285561,0.101840047408611,0.400939034670788,-0.480920297062762,-0.518625138244276,553
-3.441408365641,8.44902207150921,0.108112070231667,0.165681232315059,-0.264633706545746,-0.302338547727261,555
-4.02934770953623,9.37644388719116,0.0694874129547594,0.105248636826727,-0.74769269346586,-0.785397534647374,556
-4.08439841653663,8.19391621936996,0.0852252199579001,0.152912075125893,-0.421824611125547,-0.459529452307061,558
-3.71718944733211,6.00009382747798,0.0831760359955332,0.468930870820204,-0.573460649026866,-0.61116549020838,559
-5.1666193550601,7.70310586851381,0.202039032443497,0.261409132065738,-0.860227657818695,-0.89793249900021,560
-0.878578086407968,9.94389705004032,0.254113998286005,0.274912175645735,-0.231730586329032,-0.269435427510546,561
-2.73339623290211,9.91321624289612,0.139779012074292,0.181509082475433,-0.115857135576071,-0.153561976757585,562
-7.24869189325056,7.79135327599775,0.760912243228573,0.776905035474098,-0.322197263238334,-0.359902104419849,563
-2.06623354964108,9.97542166784851,0.201724596931934,0.223848059608419,-0.256035707702044,-0.293740548883558,564
-3.89512635169078,9.2543687839616,0.0916469881073423,0.133204945022397,-0.363613027016643,-0.401317868198157,566
-4.99898198473325,7.57090212226759,0.203110008866324,0.307383490076729,-0.303046256868109,-0.340751098049624,567
-3.57685258231522,9.01593615982718,0.0975419968909483,0.134195334666315,-0.421457701481249,-0.459162542662763,569
-4.22253010965426,8.57304313446243,0.126551097294366,0.180156974358336,-0.00898552986229329,-0.0466903710438075,570
-3.70984879637882,8.97817002037974,0.100777243565375,0.144470584540016,-0.2464702041158,-0.284175045297314,571
-4.34163621925013,8.11586539252044,0.109007407842694,0.18209663201461,-0.264200463014653,-0.301905304196167,572
-3.59068259107705,7.82884473024726,0.104517843254403,0.219589612382451,-0.260671387564105,-0.298376228745619,574
-1.14806881120628,10.0956197835384,0.323280778847484,0.357008951022717,0.189018272765209,0.151313431583695,575
-5.20676210269856,7.78821982836707,0.239322005198601,0.2796354521351,-0.411457718746486,-0.449162559928001,578
-2.70320989155276,8.00212082703254,0.0986938990645439,0.172323774728311,-0.625087686532882,-0.662792527714397,579
-3.33723853982306,7.86310850129754,0.12245000017875,0.245180438071405,-0.011517960994133,-0.0492228021756472,582
